book_id,tag_id,count,tag_name
87264,18340,51,literatura-brasileira
87264,18367,47,literature
87264,22034,43,novels
87264,17639,41,latin-america
87264,5640,41,brasil
87264,240,39,1001-books
87280,30574,3758,to-read
87280,11743,284,fiction
87280,11557,258,favorites
87280,8768,128,czech
87346,23743,1116,plays
87346,7457,581,classics
87346,9886,369,drama
87346,26374,280,russian
87346,11743,218,fiction
87346,30574,184,to-read
87346,8717,172,currently-reading
87346,26384,168,russian-literature
87346,30208,161,theatre
87346,23727,129,play
87346,26371,120,russia
87346,11557,108,favorites
87424,7778,388,comics
87424,30483,130,tintin
87424,7739,79,comic
87424,13547,76,graphic-novel
87424,11743,56,fiction
87424,1691,49,adventure
87424,7806,35,comics-graphic-novels
87424,6953,32,childrens
87425,13561,198,graphic-novels
87425,30483,176,tintin
87425,7739,129,comic
87425,4044,102,bd
87425,1691,101,adventure
87425,11557,95,favorites
87425,11743,88,fiction
87425,7778,58,comics
87425,6953,57,childrens
87425,6857,53,children
87425,8717,50,currently-reading
87425,6828,50,childhood
87425,22743,43,owned
87632,26346,315,running
87632,30574,283,to-read
87632,21689,182,non-fiction
87632,8717,143,currently-reading
87632,28422,113,sports
87632,21773,70,nonfiction
87632,4605,70,biography
87632,19733,60,memoir
87632,11557,46,favorites
87632,12068,40,fitness
87640,30574,5730,to-read
87640,21773,372,nonfiction
87640,2938,320,art
87640,11557,229,favorites
87665,30574,1296,to-read
87665,25647,364,religion
87665,7077,332,christian
87665,7203,273,christianity
87665,8717,127,currently-reading
87665,17213,100,kindle
87665,6432,92,catholic
87665,30241,82,theology
87745,30574,737,to-read
87745,8717,379,currently-reading
87745,11743,335,fiction
87745,14487,157,historical-fiction
87745,11557,112,favorites
87745,4949,89,book-club
87745,3829,84,baldacci
87745,22743,63,owned
88061,30574,14166,to-read
88061,4605,1077,biography
88061,23931,531,politics
88071,26837,1350,science-fiction
88071,30574,1210,to-read
88071,26771,791,sci-fi
88071,8717,427,currently-reading
88071,11743,328,fiction
88071,26894,308,scifi
88071,28247,160,space-opera
88071,27398,154,sf
88071,22743,147,owned
88072,30574,3484,to-read
88072,26771,412,sci-fi
88072,26837,351,science-fiction
88072,15048,203,humor
88072,11743,198,fiction
88072,8717,141,currently-reading
88077,30574,43783,to-read
88077,8717,2638,currently-reading
88442,30574,2292,to-read
88442,11743,460,fiction
88442,8717,438,currently-reading
88442,11557,171,favorites
88442,14487,140,historical-fiction
88442,13098,130,german
88514,30574,482,to-read
88514,8717,224,currently-reading
88514,240,81,1001-books
88514,236,64,1001
88514,12452,44,france
88514,12568,42,french-literature
88514,22034,41,novels
88514,8055,40,contemporary
88514,251,37,1001-books-to-read-before-you-die
88815,30574,6993,to-read
88815,11743,440,fiction
88815,8717,254,currently-reading
89160,20939,711,mystery
89160,30574,645,to-read
89160,26138,367,romance
89160,15954,306,j-d-robb
89160,15358,193,in-death
89160,15359,188,in-death-series
89160,8717,187,currently-reading
89160,8517,177,crime
89160,26207,143,romantic-suspense
89160,11743,142,fiction
89160,12709,138,futuristic
89160,16258,129,jd-robb
89160,27199,123,series
89165,30574,1738,to-read
89165,20939,1022,mystery
89165,28919,369,sue-grafton
89165,11743,225,fiction
89165,20926,151,mysteries
89165,27199,143,series
89165,8717,116,currently-reading
89184,30574,1194,to-read
89184,26837,608,science-fiction
89184,26771,414,sci-fi
89184,8717,203,currently-reading
89184,26894,140,scifi
89184,28247,117,space-opera
89184,11743,115,fiction
89184,27398,88,sf
89184,22743,82,owned
89185,30574,5986,to-read
89185,26837,765,science-fiction
89185,8717,236,currently-reading
89186,30574,2385,to-read
89186,26771,381,sci-fi
89186,26894,128,scifi
89186,26837,126,science-fiction
89186,8717,120,currently-reading
89186,11743,109,fiction
89186,28247,89,space-opera
89186,27398,88,sf
89187,30574,20980,to-read
89187,26837,1559,science-fiction
89187,26771,1091,sci-fi
89187,8717,913,currently-reading
89190,30574,4946,to-read
89190,26837,761,science-fiction
89190,26771,491,sci-fi
89190,8717,241,currently-reading
89190,26894,159,scifi
89195,30574,3301,to-read
89195,26837,131,science-fiction
89195,26771,104,sci-fi
89284,30574,7120,to-read
89284,8717,305,currently-reading
89284,15048,199,humor
89369,30574,2143,to-read
89369,23471,284,philosophy
89369,21689,186,non-fiction
89369,25647,80,religion
89369,21773,75,nonfiction
89369,28384,73,spirituality
89370,30574,1208,to-read
89370,28384,42,spirituality
89370,28341,35,spiritual
89375,30574,9271,to-read
89375,8717,849,currently-reading
89375,21689,342,non-fiction
89399,30574,8751,to-read
89399,11743,339,fiction
89551,6953,279,childrens
89551,6857,172,children
89551,11743,171,fiction
89551,6895,126,children-s-books
89551,30574,123,to-read
89551,6828,123,childhood
89551,6888,110,children-s
89551,17124,100,kids
89551,6838,90,childhood-favorites
89551,8717,87,currently-reading
89551,27199,74,series
89551,4411,68,beverly-cleary
89551,25438,64,realistic-fiction
89656,30574,4999,to-read
89656,20939,1332,mystery
89656,28919,401,sue-grafton
89656,11743,285,fiction
89691,30574,5729,to-read
89691,11743,489,fiction
89691,11557,180,favorites
89716,30574,3010,to-read
89716,14487,818,historical-fiction
89716,33114,421,young-adult
89716,8717,235,currently-reading
89716,11743,232,fiction
89716,32989,205,ya
89717,30574,16670,to-read
89717,14821,1878,horror
89717,7457,1394,classics
89717,11743,1314,fiction
89717,11557,880,favorites
89717,8717,765,currently-reading
89723,30574,23075,to-read
89723,27669,1180,short-stories
89723,11743,807,fiction
89723,7457,656,classics
89724,30574,75298,to-read
89724,14821,2112,horror
89731,30574,6650,to-read
89731,33114,368,young-adult
89731,14487,329,historical-fiction
89731,11557,314,favorites
89731,21457,294,newbery
89731,8717,274,currently-reading
89755,8717,744,currently-reading
89755,30574,729,to-read
89755,33114,445,young-adult
89755,32989,218,ya
89755,25438,212,realistic-fiction
89755,11743,181,fiction
89755,28422,151,sports
89755,11557,138,favorites
89755,26735,98,school
89763,30574,14367,to-read
89763,8717,1032,currently-reading
89763,14487,938,historical-fiction
89763,33114,576,young-adult
89788,30574,7311,to-read
89788,14487,1214,historical-fiction
89788,11743,540,fiction
89788,14467,282,historical
89884,30574,1405,to-read
89884,11743,356,fiction
89884,11557,79,favorites
89959,30574,1922,to-read
89959,8717,507,currently-reading
89959,14552,304,history
89959,21689,257,non-fiction
89959,7457,129,classics
89959,11557,90,favorites
90072,30574,2287,to-read
90078,30574,1936,to-read
90078,23471,170,philosophy
90078,21689,140,non-fiction
90078,7457,81,classics
90192,30574,16765,to-read
90192,8717,1635,currently-reading
90192,7457,1554,classics
90192,11743,735,fiction
90420,30574,5230,to-read
90420,14487,397,historical-fiction
90420,8717,342,currently-reading
90420,33114,271,young-adult
90475,30574,1143,to-read
90475,33114,607,young-adult
90475,32989,296,ya
90475,26138,255,romance
90475,19689,192,meg-cabot
90475,6750,171,chick-lit
90475,8717,145,currently-reading
90475,5207,137,books-i-own
90475,11557,136,favorites
90475,8055,128,contemporary
90475,11743,101,fiction
90475,29452,99,teen
91017,30574,15079,to-read
91017,14552,1189,history
91017,21689,409,non-fiction
91201,30574,3775,to-read
91201,8717,249,currently-reading
91201,11743,135,fiction
91201,11557,116,favorites
91203,30574,1634,to-read
91203,11557,323,favorites
91203,8717,256,currently-reading
91203,7457,154,classics
91203,11743,141,fiction
91203,13098,85,german
91244,30574,15850,to-read
91244,6953,740,childrens
91247,30574,2982,to-read
91247,6953,305,childrens
91247,6857,194,children
91247,11743,192,fiction
91247,6895,163,children-s-books
91247,6828,148,childhood
91247,6888,147,children-s
91248,30574,3902,to-read
91248,6953,437,childrens
91248,11743,258,fiction
91248,6857,258,children
91248,6888,216,children-s
91248,6895,207,children-s-books
91248,6828,204,childhood
91248,17124,172,kids
91249,30574,2406,to-read
91249,6953,323,childrens
91249,6857,203,children
91249,11743,202,fiction
91249,6895,177,children-s-books
91249,6828,168,childhood
91249,6888,154,children-s
91249,17124,133,kids
91253,6895,338,children-s-books
91253,30574,322,to-read
91253,6838,195,childhood-favorites
91253,6960,154,childrens-books
91253,25438,130,realistic-fiction
91253,19974,107,middle-grade
91253,27199,102,series
91253,6829,93,childhood-books
91253,8717,87,currently-reading
91357,30574,14690,to-read
91357,14487,950,historical-fiction
91357,33114,555,young-adult
91439,30574,1377,to-read
91439,11743,276,fiction
91439,21166,53,native-american
91440,30574,8202,to-read
91440,11743,641,fiction
91440,8717,385,currently-reading
91474,11305,931,fantasy
91474,31617,730,urban-fantasy
91474,11743,599,fiction
91474,20939,587,mystery
91474,11557,571,favorites
91474,9928,556,dresden-files
91474,30574,425,to-read
91474,22973,420,paranormal
91474,18886,313,magic
91474,16418,312,jim-butcher
91474,27199,275,series
91474,22743,264,owned
91474,3389,233,audiobook
91474,9927,233,dresden
91475,30574,5322,to-read
91475,11305,2923,fantasy
91475,31617,922,urban-fantasy
91475,20939,574,mystery
91475,11743,563,fiction
91475,9928,549,dresden-files
91476,30574,12382,to-read
91476,11305,4334,fantasy
91476,31617,3247,urban-fantasy
91476,8717,1391,currently-reading
91476,20939,911,mystery
91476,11743,834,fiction
91477,30574,13914,to-read
91477,11305,5041,fantasy
91477,31617,3607,urban-fantasy
91477,8717,1762,currently-reading
91477,20939,1168,mystery
91477,11743,984,fiction
91477,22973,787,paranormal
91478,30574,5123,to-read
91478,31617,2986,urban-fantasy
91478,11305,1432,fantasy
91478,8717,861,currently-reading
91478,20939,779,mystery
91478,11743,733,fiction
91478,11557,679,favorites
91478,9928,592,dresden-files
91478,22973,521,paranormal
91479,30574,11957,to-read
91479,11305,3475,fantasy
91479,31617,2792,urban-fantasy
91479,8717,783,currently-reading
91479,11743,698,fiction
91479,20939,673,mystery
91571,30574,921,to-read
91571,23743,879,plays
91571,7457,773,classics
91571,27438,645,shakespeare
91571,9886,415,drama
91571,8717,228,currently-reading
91571,11743,168,fiction
91571,7404,128,classic
91571,23727,128,play
91582,30574,7294,to-read
91582,7457,1699,classics
91582,8717,551,currently-reading
91582,11743,443,fiction
91582,16157,318,jane-austen
91582,7404,282,classic
91661,20939,2805,mystery
91661,8717,906,currently-reading
91661,30574,859,to-read
91661,11743,809,fiction
91661,14487,699,historical-fiction
91661,11557,588,favorites
91661,20926,383,mysteries
91661,27199,304,series
91661,14467,259,historical
91661,27575,237,sherlock-holmes
91714,30574,5327,to-read
91714,13561,1007,graphic-novels
91714,7778,765,comics
91714,8782,763,cómics
91714,8717,451,currently-reading
91714,19357,356,marvel
91714,13547,346,graphic-novel
91760,30574,67676,to-read
91767,30574,466,to-read
91767,8717,456,currently-reading
91767,4605,337,biography
91767,21689,194,non-fiction
91767,4594,93,biographies
91767,21773,80,nonfiction
91767,11557,69,favorites
91767,14552,54,history
91953,8717,1014,currently-reading
91953,30574,198,to-read
91953,21773,131,nonfiction
91953,22743,126,owned
91953,23923,107,political-science
91953,23920,105,political-philosophy
91953,23926,87,political-theory
91953,23909,78,political
91953,5207,73,books-i-own
91981,30574,12487,to-read
91981,8717,863,currently-reading
91981,11305,772,fantasy
91989,30574,5605,to-read
91989,11305,2231,fantasy
91989,9882,486,dragons
91989,8717,389,currently-reading
91989,14487,359,historical-fiction
91989,11743,291,fiction
91989,2173,260,alternate-history
92057,30574,33656,to-read
92057,4605,1520,biography
92057,11557,1062,favorites
92057,14552,958,history
92121,30574,21911,to-read
92121,11305,2716,fantasy
92143,11305,466,fantasy
92143,30574,228,to-read
92143,11743,152,fiction
92143,7806,100,comics-graphic-novels
92143,22743,84,owned
92143,1691,70,adventure
92143,7746,68,comic-books
92143,33114,65,young-adult
92143,13568,62,graphic-novels-comics
92143,4901,62,bone
92143,15048,57,humor
92147,30574,16853,to-read
92147,8717,528,currently-reading
92147,30358,465,thriller
92160,30574,18056,to-read
92160,8717,1238,currently-reading
92160,14487,1036,historical-fiction
92163,11743,395,fiction
92163,14467,219,historical
92163,30574,164,to-read
92163,14552,154,history
92163,11557,134,favorites
92163,10641,105,england
92163,14487,104,historical-fiction
92163,22743,72,owned
92163,5207,66,books-i-own
92227,30574,7968,to-read
92227,28663,338,stephen-king
92227,14821,251,horror
92250,30574,1617,to-read
92250,23743,735,plays
92250,11743,119,fiction
92250,18001,97,lgbt
92254,30574,5037,to-read
92254,23743,477,plays
92254,9886,157,drama
92254,11557,151,favorites
92303,30574,108670,to-read
92303,7457,6537,classics
92303,23743,3868,plays
92307,30574,38406,to-read
92307,23471,1704,philosophy
92307,8717,995,currently-reading
92308,30574,21756,to-read
92308,7457,891,classics
92308,23743,580,plays
92364,30574,28739,to-read
92364,11743,743,fiction
92364,8717,698,currently-reading
92367,30574,2592,to-read
92367,11743,296,fiction
92367,30358,277,thriller
92367,8717,196,currently-reading
92367,17002,107,ken-follett
92367,9221,98,default
92371,30574,3019,to-read
92371,11743,185,fiction
92371,8717,149,currently-reading
92371,30358,114,thriller
92373,30574,440,to-read
92373,11743,245,fiction
92373,8717,242,currently-reading
92373,30358,221,thriller
92373,20939,111,mystery
92373,9221,102,default
92373,17002,92,ken-follett
92373,22743,68,owned
92373,29076,65,suspense
92373,11557,63,favorites
92375,30574,2603,to-read
92375,14487,212,historical-fiction
92375,11743,200,fiction
92375,8717,179,currently-reading
92375,30358,99,thriller
92508,11743,677,fiction
92508,7457,540,classics
92508,30574,371,to-read
92508,24609,205,pulitzer
92508,11557,193,favorites
92508,14487,170,historical-fiction
92508,8717,164,currently-reading
92508,24624,127,pulitzer-prize
92508,18367,104,literature
92508,7404,104,classic
92517,30574,28108,to-read
92517,23743,2674,plays
92517,7457,1978,classics
92517,9886,854,drama
92780,30574,3263,to-read
92780,11743,882,fiction
92780,7457,822,classics
92780,8717,485,currently-reading
92780,15048,399,humor
92780,11557,338,favorites
92845,30574,720,to-read
92845,11305,146,fantasy
92845,11743,139,fiction
92845,22743,116,owned
92845,9221,112,default
92845,8717,95,currently-reading
92845,26785,66,sci-fi-fantasy
92846,30574,2241,to-read
92846,11305,1084,fantasy
92846,27461,144,shannara
92846,9221,108,default
92846,22743,104,owned
92855,30574,11693,to-read
92855,11305,743,fantasy
92855,8717,375,currently-reading
92871,30574,1949,to-read
92871,11305,428,fantasy
92871,9866,253,dragonlance
92918,30574,1543,to-read
92918,11305,982,fantasy
92918,9221,107,default
92918,11743,79,fiction
92956,30574,3385,to-read
92956,26837,532,science-fiction
92956,26771,417,sci-fi
92956,11305,185,fantasy
92956,11743,171,fiction
93000,30574,1014,to-read
93000,11305,51,fantasy
93000,8717,32,currently-reading
93007,30574,20154,to-read
93007,8717,1063,currently-reading
93007,7457,955,classics
93101,30574,53010,to-read
93101,8717,3863,currently-reading
93101,7457,2131,classics
93157,30574,1644,to-read
93157,7457,902,classics
93157,13446,639,gothic
93157,14821,492,horror
93157,11743,418,fiction
93157,11557,215,favorites
93157,7404,149,classic
93261,7457,1883,classics
93261,30574,1502,to-read
93261,14821,765,horror
93261,11743,618,fiction
93261,27669,387,short-stories
93261,7404,340,classic
93261,11305,291,fantasy
93261,17213,233,kindle
93263,30574,17763,to-read
93263,7457,582,classics
93269,30574,19054,to-read
93269,26837,597,science-fiction
93276,30574,7123,to-read
93371,30574,11463,to-read
93371,19052,1052,manga
93371,13561,488,graphic-novels
93371,7778,477,comics
93426,30574,56019,to-read
93426,14552,1613,history
93436,30574,984,to-read
93436,11305,29,fantasy
93453,30574,4986,to-read
93453,15048,400,humor
93453,8717,170,currently-reading
93453,21689,144,non-fiction
93575,30574,861,to-read
93575,20939,337,mystery
93575,11743,322,fiction
93575,11557,308,favorites
93575,8517,141,crime
93575,20926,86,mysteries
93722,30574,5227,to-read
93722,6750,1157,chick-lit
93722,26178,369,romancé
93722,26138,368,romance
93722,8717,336,currently-reading
93722,11743,315,fiction
93722,11557,304,favorites
93722,8055,239,contemporary
93722,19689,231,meg-cabot
93723,30574,9444,to-read
93723,6750,779,chick-lit
93723,26138,452,romance
93724,30574,1750,to-read
93724,33114,820,young-adult
93724,11557,662,favorites
93724,22973,453,paranormal
93724,32989,405,ya
93724,11305,403,fantasy
93724,26138,340,romance
93724,13150,282,ghosts
93724,19689,233,meg-cabot
93724,27199,216,series
93724,29011,175,supernatural
93724,5207,173,books-i-own
93726,30574,1295,to-read
93726,33114,783,young-adult
93726,32989,333,ya
93726,26138,286,romance
93726,6750,270,chick-lit
93726,19689,214,meg-cabot
93726,27199,203,series
93726,8055,181,contemporary
93726,5207,179,books-i-own
93726,11743,166,fiction
93726,29452,136,teen
93726,11557,128,favorites
93726,8717,123,currently-reading
93728,30574,9645,to-read
93728,33114,1287,young-adult
93728,32989,506,ya
93728,26138,490,romance
93728,6750,391,chick-lit
93729,30574,8645,to-read
93729,33114,1102,young-adult
93729,32989,440,ya
93729,26138,381,romance
93729,6750,337,chick-lit
93731,30574,2935,to-read
93731,33114,902,young-adult
93731,32989,366,ya
93731,26138,331,romance
93731,6750,303,chick-lit
93731,19689,221,meg-cabot
93731,27199,220,series
93731,8055,216,contemporary
93731,5207,205,books-i-own
93731,11743,179,fiction
93731,8717,165,currently-reading
93768,30574,2723,to-read
93768,11305,1922,fantasy
93768,9866,492,dragonlance
93768,11743,184,fiction
93768,22743,144,owned
93788,30574,3326,to-read
93788,8717,344,currently-reading
93788,11743,241,fiction
93788,30358,166,thriller
93788,20939,137,mystery
93788,21317,132,nelson-demille
93793,30574,591,to-read
93793,8883,171,daniel-silva
93793,30358,168,thriller
93793,11743,167,fiction
93793,8717,114,currently-reading
93793,20939,93,mystery
93793,10866,83,espionage
93793,28466,57,spy
93793,12764,56,gabriel-allon
93794,30574,7104,to-read
93794,8717,946,currently-reading
93794,30358,373,thriller
93794,11743,339,fiction
93794,20939,249,mystery
93795,30574,3053,to-read
93795,8717,392,currently-reading
93795,30358,254,thriller
93795,11743,237,fiction
93795,8883,169,daniel-silva
93795,20939,143,mystery
93796,30574,3738,to-read
93796,8717,305,currently-reading
93796,8883,171,daniel-silva
93796,11743,169,fiction
93796,30358,169,thriller
93797,30574,6893,to-read
93797,8717,548,currently-reading
93799,30574,1726,to-read
93799,8717,237,currently-reading
93799,30358,173,thriller
93799,8883,157,daniel-silva
93799,20939,92,mystery
93799,11743,69,fiction
93801,30574,3705,to-read
93801,8717,375,currently-reading
93801,30358,217,thriller
93801,11743,210,fiction
93801,8883,158,daniel-silva
93801,20939,128,mystery
93802,30574,610,to-read
93802,8717,247,currently-reading
93802,30358,196,thriller
93802,11743,182,fiction
93802,8883,169,daniel-silva
93802,20939,131,mystery
93802,10866,85,espionage
93802,28466,66,spy
93802,12764,57,gabriel-allon
93808,30574,4599,to-read
93808,8717,245,currently-reading
93808,20939,225,mystery
93808,30358,169,thriller
93808,8517,148,crime
93947,11743,310,fiction
93947,30574,302,to-read
93947,8717,289,currently-reading
93947,9022,191,david-baldacci
93947,30358,115,thriller
93947,20939,109,mystery
93947,9221,97,default
93947,29076,83,suspense
93947,8517,76,crime
93947,22743,68,owned
93947,27199,67,series
93947,3833,62,baldacci-david
93947,20994,61,mystery-thriller
93981,30574,1978,to-read
93981,24526,1251,psychology
93981,23471,319,philosophy
93981,7457,214,classics
93981,26816,161,science
93981,21773,145,nonfiction
93981,20811,142,my-ebooks
93981,22743,135,owned
94064,30574,9843,to-read
94064,33114,280,young-adult
94299,30574,1672,to-read
94299,15803,213,iris-johansen
94299,20939,170,mystery
94299,8717,113,currently-reading
94299,29076,79,suspense
94299,11743,75,fiction
94319,30574,6982,to-read
94319,33114,350,young-adult
94319,8717,309,currently-reading
94319,2001,222,alex-rider
94486,11743,317,fiction
94486,30574,147,to-read
94486,26837,142,science-fiction
94486,2891,121,argentina
94486,22120,97,nyrb
94486,7457,86,classics
94486,26771,69,sci-fi
94486,17639,66,latin-america
94486,17640,63,latin-american
94486,18367,56,literature
94510,30574,7446,to-read
94510,7778,629,comics
94510,13561,607,graphic-novels
94510,13547,213,graphic-novel
94578,30574,2315,to-read
94578,23471,297,philosophy
94578,21689,138,non-fiction
94578,11557,121,favorites
94578,8717,119,currently-reading
94669,30574,419,to-read
94669,11743,122,fiction
94669,18919,106,magical-realism
94669,11305,104,fantasy
94669,11557,75,favorites
94669,15453,59,india
94669,8717,34,currently-reading
94672,4949,195,book-club
94672,30574,181,to-read
94672,15453,130,india
94672,11557,122,favorites
94672,26138,94,romance
94672,14467,51,historical
94672,5051,37,bookclub
94798,30574,596,to-read
94798,13881,205,halo
94798,26837,175,science-fiction
94798,26771,168,sci-fi
94798,8717,133,currently-reading
94798,11743,67,fiction
94798,11557,50,favorites
94798,22743,46,owned
94799,30574,9529,to-read
94799,14552,652,history
94799,21689,382,non-fiction
94799,8717,281,currently-reading
94803,6953,331,childrens
94803,23605,243,picture-books
94803,6895,238,children-s-books
94803,6857,212,children
94803,6888,199,children-s
94803,11743,106,fiction
94803,6960,104,childrens-books
94803,17124,102,kids
94803,11557,87,favorites
94803,17129,79,kids-books
94803,6828,70,childhood
94803,8717,66,currently-reading
94804,30574,408,to-read
94804,6953,167,childrens
94804,6895,134,children-s-books
94804,23605,124,picture-books
94804,6857,95,children
94804,6888,91,children-s
94804,6960,68,childrens-books
94804,17124,66,kids
94804,11557,59,favorites
94804,11743,52,fiction
94804,17129,50,kids-books
94807,30574,982,to-read
94807,6953,137,childrens
94807,6857,89,children
94807,6895,85,children-s-books
94807,6888,74,children-s
94807,17124,58,kids
94807,23605,56,picture-books
94807,11557,55,favorites
94807,11743,44,fiction
94813,30574,1203,to-read
94813,22983,357,paranormal-romance
94813,22973,341,paranormal
94813,7219,337,christine-feehan
94813,26138,333,romance
94813,31745,220,vampires
94813,31723,154,vampire
94813,8717,115,currently-reading
94813,11557,104,favorites
95144,30574,4069,to-read
95144,23605,501,picture-books
95144,6953,336,childrens
95144,6895,190,children-s-books
95144,6857,183,children
95144,6888,175,children-s
95186,30574,24667,to-read
95186,8717,1554,currently-reading
95186,11743,1030,fiction
95395,30574,1467,to-read
95395,7778,707,comics
95395,13561,636,graphic-novels
95395,13547,164,graphic-novel
95406,30574,181,to-read
95406,11743,123,fiction
95406,7806,100,comics-graphic-novels
95406,7746,83,comic-books
95406,11557,82,favorites
95406,14821,75,horror
95406,31830,59,vertigo
95406,13568,55,graphic-novels-comics
95406,22743,51,owned
95406,8780,49,cómic
95406,24174,42,preacher
95406,13528,36,graphic
95406,7784,36,comics-and-graphic-novels
95406,25647,35,religion
95420,30574,3909,to-read
95420,21689,185,non-fiction
95420,8717,136,currently-reading
95420,19733,135,memoir
95431,30574,28029,to-read
95431,7778,1622,comics
95431,13561,1557,graphic-novels
95558,30574,32718,to-read
95558,26837,1778,science-fiction
95558,26771,1350,sci-fi
95558,8717,870,currently-reading
95602,30574,230,to-read
95602,7116,126,christian-fiction
95602,11557,84,favorites
95602,14487,80,historical-fiction
95602,7077,80,christian
95602,11743,57,fiction
95602,8717,34,currently-reading
95602,26138,25,romance
95607,30574,4675,to-read
95607,7116,236,christian-fiction
95607,7077,166,christian
95607,14487,126,historical-fiction
95608,30574,2830,to-read
95608,7116,307,christian-fiction
95608,8717,167,currently-reading
95608,11743,161,fiction
95608,7077,151,christian
95617,30574,1475,to-read
95617,8717,1005,currently-reading
95617,7077,506,christian
95617,11743,348,fiction
95617,26138,190,romance
95617,14467,180,historical
95619,30574,4692,to-read
95619,7116,270,christian-fiction
95619,8717,133,currently-reading
95619,11743,123,fiction
95621,30574,4784,to-read
95621,7116,576,christian-fiction
95621,14487,370,historical-fiction
95621,8717,304,currently-reading
95621,11743,214,fiction
95621,11557,185,favorites
95621,7077,171,christian
95622,30574,9359,to-read
95622,7116,388,christian-fiction
95643,30574,4529,to-read
95643,31155,357,travel
95643,8717,300,currently-reading
95643,21773,134,nonfiction
95658,30574,3038,to-read
95658,8717,187,currently-reading
95658,33114,180,young-adult
95658,29718,107,the-clique
95658,27199,103,series
95659,30574,2831,to-read
95659,33114,152,young-adult
95659,8717,128,currently-reading
95659,27199,86,series
95660,33114,140,young-adult
95660,8717,109,currently-reading
95660,29718,88,the-clique
95660,27199,85,series
95660,5207,72,books-i-own
95660,6750,59,chick-lit
95660,32989,43,ya
95660,25438,43,realistic-fiction
95660,11557,41,favorites
95660,11743,40,fiction
95660,22743,34,owned
95660,8055,31,contemporary
95660,7535,31,clique
95660,19983,30,middle-school
95661,30574,387,to-read
95661,27199,91,series
95661,29718,90,the-clique
95661,25438,62,realistic-fiction
95661,32989,48,ya
95661,11557,45,favorites
95661,11743,44,fiction
95661,33114,38,young-adult
95661,22743,36,owned
95661,19983,31,middle-school
95693,7457,602,classics
95693,26138,499,romance
95693,11743,497,fiction
95693,30574,362,to-read
95693,33114,237,young-adult
95693,14467,103,historical
95693,11590,95,favourites
95707,30574,526,to-read
95707,8717,504,currently-reading
95707,27095,70,self-help
95707,7077,64,christian
95707,21689,55,non-fiction
95707,15626,40,inspirational
95708,30574,16584,to-read
95747,30574,22948,to-read
95747,8717,1401,currently-reading
95784,30574,1552,to-read
95784,32130,180,war
95784,16203,149,japan
95784,14552,110,history
95784,32812,87,world-war-ii
95784,11557,71,favorites
95819,30574,31951,to-read
95819,23831,1682,poetry
95887,30574,9003,to-read
95887,8717,884,currently-reading
96081,30574,2686,to-read
96081,11743,326,fiction
96081,8717,187,currently-reading
96081,14487,113,historical-fiction
96082,30574,2383,to-read
96082,11743,293,fiction
96082,8717,96,currently-reading
96123,30574,22615,to-read
96123,14552,847,history
96123,21689,845,non-fiction
96123,8717,787,currently-reading
96259,30574,21447,to-read
96259,23831,1865,poetry
96259,11557,837,favorites
96358,30574,25449,to-read
96358,7778,3878,comics
96358,13561,3189,graphic-novels
96358,11557,1025,favorites
96358,13547,1020,graphic-novel
96463,30574,2677,to-read
96463,11305,838,fantasy
96463,26837,352,science-fiction
96463,26771,226,sci-fi
96463,9882,193,dragons
96463,23300,158,pern
96463,11743,127,fiction
96472,30574,5366,to-read
96472,26837,918,science-fiction
96472,26771,554,sci-fi
96472,11743,200,fiction
96472,26894,195,scifi
96593,30574,2730,to-read
96593,8717,158,currently-reading
96593,27111,95,self-improvement
96593,5951,79,business
96594,30574,1490,to-read
96594,26837,511,science-fiction
96594,26771,442,sci-fi
96594,26894,127,scifi
96594,8717,113,currently-reading
96594,28247,105,space-opera
96594,20047,90,military
96642,30574,2813,to-read
96642,8717,183,currently-reading
96642,26816,111,science
96642,21689,94,non-fiction
96647,30574,12033,to-read
96647,8717,483,currently-reading
96647,21689,430,non-fiction
96647,11557,413,favorites
96647,20673,411,music
96647,4605,370,biography
96702,30574,6164,to-read
96702,11743,247,fiction
96884,30574,24038,to-read
96884,8717,1122,currently-reading
96884,24526,572,psychology
96977,30574,1882,to-read
96977,11305,1495,fantasy
96977,32956,173,xanth
96977,11743,172,fiction
96977,15048,112,humor
96977,22743,107,owned
96980,30574,1689,to-read
96980,11305,1291,fantasy
96980,32956,165,xanth
96980,11743,153,fiction
96980,22743,107,owned
96980,23632,97,piers-anthony
97084,30574,8780,to-read
97390,30574,463,to-read
97390,26374,78,russian
97390,7457,40,classics
97390,11557,39,favorites
97390,11743,34,fiction
97390,26384,32,russian-literature
97390,7404,31,classic
97390,23831,28,poetry
97390,26379,22,russian-classics
97408,30574,5973,to-read
97408,8717,183,currently-reading
97408,33114,180,young-adult
97632,6750,258,chick-lit
97632,30574,117,to-read
97632,11743,84,fiction
97632,8717,54,currently-reading
97632,6766,50,chicklit
97632,26138,34,romance
97632,6729,23,chic-lit
97782,30574,20129,to-read
97782,11743,1037,fiction
97782,8717,1010,currently-reading
97860,30574,6065,to-read
97860,23605,932,picture-books
97860,6953,311,childrens
97860,6098,293,caldecott
97860,6895,288,children-s-books
97860,23596,255,picture-book
97860,32758,222,wordless
97862,30574,1196,to-read
97862,7077,127,christian
97862,11743,76,fiction
97862,11557,48,favorites
97862,8717,40,currently-reading
97875,30574,5771,to-read
97875,11743,565,fiction
