book_id,authors,original_publication_year,original_title,language_code,tags,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
226709,V.C. Andrews,1980.0,Petals on the Wind,en-US,"['to-read', 'fiction', 'currently-reading', 'horror', 'young-adult']",955,3458,11845,14517,13539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6690,"Roald Dahl, Quentin Blake",1975.0,Danny: The Champion of the World,,"['to-read', 'childrens', 'fiction', 'children', 'favorites', 'children-s', 'childhood', 'children-s-books', 'roald-dahl', 'kids', 'books-i-own', 'classics', 'owned']",496,1933,9393,15259,17968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9160695,Amy Chua,2011.0,Battle Hymn of the Tiger Mother,eng,"['to-read', 'non-fiction', 'memoir', 'book-club', 'parenting', 'biography']",990,3331,12436,15039,6940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
19351043,Noelle Stevenson,2015.0,Nimona,eng,"['to-read', 'graphic-novels', 'fantasy', 'graphic-novel']",1830,1857,6056,16529,25708,https://images.gr-assets.com/books/1412626919m/19351043.jpg,https://images.gr-assets.com/books/1412626919s/19351043.jpg
1192,Giada De Laurentiis,2005.0,Everyday Italian: 125 Simple and Delicious Recipes,,['to-read'],1008,1636,6966,10955,12306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6537,Patricia Cornwell,1995.0,From Potter's Field,eng,"['to-read', 'patricia-cornwell', 'mystery', 'default', 'currently-reading', 'fiction', 'crime']",211,1356,10272,17581,14535,https://images.gr-assets.com/books/1309209800m/6537.jpg,https://images.gr-assets.com/books/1309209800s/6537.jpg
84736,James Patterson,2005.0,"Mary, Mary",eng,"['to-read', 'james-patterson', 'currently-reading', 'default', 'alex-cross', 'mystery', 'mystery-thriller', 'fiction', 'thriller']",301,1679,10270,15431,11747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15055,Jeanette Winterson,1985.0,Oranges Are Not the Only Fruit,eng,"['to-read', 'fiction']",1086,3147,10727,15204,10150,https://images.gr-assets.com/books/1267717580m/15055.jpg,https://images.gr-assets.com/books/1267717580s/15055.jpg
16139641,R.K. Lilley,2013.0,Grounded (Up In The Air #3),en-GB,"['to-read', 'favorites', 'romance', 'bdsm', 'erotica', 'series', 'currently-reading', 'alpha-male', 'contemporary-romance']",666,1739,6995,16258,27727,https://images.gr-assets.com/books/1358701028m/16139641.jpg,https://images.gr-assets.com/books/1358701028s/16139641.jpg
19427193,Ravinder Singh,2007.0,I Too Had A Love Story,eng,"['to-read', 'currently-reading']",2021,3266,6759,8385,8730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25051,"Betty MacDonald, Alexandra Boiger",1947.0,Mrs. Piggle-Wiggle,eng,"['to-read', 'childrens']",847,1639,8082,13512,21048,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
58962,Michael Connelly,1997.0,Trunk Music,eng,"['to-read', 'mystery', 'michael-connelly', 'fiction', 'currently-reading', 'crime', 'thriller', 'harry-bosch', 'detective']",105,626,6805,18196,14270,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18505796,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,"['to-read', 'non-fiction', 'self-help', 'nonfiction', 'psychology', 'memoir', 'favorites', 'audiobook', 'self-improvement']",1106,2034,7948,15912,12748,https://images.gr-assets.com/books/1451446393m/18505796.jpg,https://images.gr-assets.com/books/1451446393s/18505796.jpg
120230,"Ina Garten, Quentin Bacon",2006.0,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,,"['to-read', 'cookbooks']",944,1094,4974,10514,15218,https://images.gr-assets.com/books/1320557161m/120230.jpg,https://images.gr-assets.com/books/1320557161s/120230.jpg
32504,Michael Connelly,1998.0,Blood Work,eng,"['to-read', 'mystery', 'michael-connelly']",216,892,6907,16077,13402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
41821,Isaac Asimov,1972.0,The Gods Themselves,eng,"['to-read', 'sci-fi', 'science-fiction', 'fiction', 'favorites', 'scifi']",299,1350,7879,15381,14628,https://images.gr-assets.com/books/1351076141m/41821.jpg,https://images.gr-assets.com/books/1351076141s/41821.jpg
6393047,Peter Lerangis,2010.0,"The Viper's Nest (39 Clues, #7)",eng,"['to-read', '39-clues', 'mystery']",1108,2115,8798,10964,15155,https://images.gr-assets.com/books/1357211053m/6393047.jpg,https://images.gr-assets.com/books/1357211053s/6393047.jpg
7742,Sena Jeter Naslund,1999.0,"Ahab's Wife, or The Star-Gazer",en-US,"['to-read', 'historical-fiction', 'favorites', 'currently-reading']",1009,2003,6496,12251,14425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13570,"CLAMP, Anthony Gerard",2004.0,ツバサ-RESERVoir CHRoNiCLE- 1,eng,"['to-read', 'manga']",941,1862,6018,9162,16860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8962,Darren Shan,2000.0,"Cirque Du Freak (Cirque du Freak, #1) ",,"['to-read', 'fantasy', 'young-adult', 'vampires', 'horror', 'currently-reading', 'favorites']",658,2227,8592,13698,17881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
297627,"Alan Moore, Kevin O'Neill",2000.0,"The League of Extraordinary Gentlemen, Vol. I",eng,"['graphic-novels', 'fantasy', 'cómics', 'fiction', 'currently-reading', 'to-read', 'favorites', 'comics-graphic-novels', 'comic-books', 'science-fiction']",687,2255,9526,16088,13262,https://images.gr-assets.com/books/1327894724m/297627.jpg,https://images.gr-assets.com/books/1327894724s/297627.jpg
169756,M.T. Anderson,2002.0,Feed,eng,"['to-read', 'young-adult', 'ya', 'science-fiction']",2832,5218,12155,14364,10298,https://images.gr-assets.com/books/1327891005m/169756.jpg,https://images.gr-assets.com/books/1327891005s/169756.jpg
3819326,Nalini Singh,2009.0,"Angels' Blood (Guild Hunter, #1)",eng,"['to-read', 'paranormal', 'urban-fantasy', 'paranormal-romance', 'angels', 'romance', 'favorites']",1565,2646,9498,18531,26268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
752900,"Euripides, Rex Warner",-431.0,Mήδεια,en-GB,"['to-read', 'classics', 'plays']",709,3123,11554,14888,12683,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg
6342491,Cinda Williams Chima,2009.0,The Demon King,en-US,"['to-read', 'fantasy']",950,1559,6794,17605,22616,https://images.gr-assets.com/books/1379482652m/6342491.jpg,https://images.gr-assets.com/books/1379482652s/6342491.jpg
821056,Hannah Hurnard,1955.0,Hinds' Feet on High Places,,"['to-read', 'favorites', 'currently-reading', 'fiction', 'christian-fiction', 'classics']",590,1234,4784,9071,19633,https://images.gr-assets.com/books/1312284337m/821056.jpg,https://images.gr-assets.com/books/1312284337s/821056.jpg
38333,Charles Burns,1995.0,Black Hole,eng,"['graphic-novels', 'to-read', 'favorites', 'cómics', 'fiction', 'comics-graphic-novels', 'graphic-novels-comics', 'graphic']",1162,2634,7995,11859,10974,https://images.gr-assets.com/books/1327895219m/38333.jpg,https://images.gr-assets.com/books/1327895219s/38333.jpg
19358975,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Three",eng,"['to-read', 'graphic-novels', 'comics', 'graphic-novel', 'fantasy', 'sci-fi', 'science-fiction', 'favorites']",145,358,2805,14440,31268,https://images.gr-assets.com/books/1486028973m/19358975.jpg,https://images.gr-assets.com/books/1486028973s/19358975.jpg
20263040,Lee Child,2014.0,Personal,eng,"['to-read', 'currently-reading', 'thriller', 'lee-child', 'fiction', 'jack-reacher', 'mystery']",496,2013,9620,15703,11221,https://images.gr-assets.com/books/1468705564m/20263040.jpg,https://images.gr-assets.com/books/1468705564s/20263040.jpg
15994634,Therese Anne Fowler,2013.0,Z: A Novel of Zelda Fitzgerald,eng,"['historical-fiction', 'fiction', 'currently-reading', 'book-club', 'to-read', 'favorites', 'historical', 'books-i-own', 'biography']",685,2028,9256,15941,8877,https://images.gr-assets.com/books/1396815892m/15994634.jpg,https://images.gr-assets.com/books/1396815892s/15994634.jpg
4979,Kurt Vonnegut Jr.,2005.0,A Man Without a Country,eng,"['to-read', 'non-fiction']",192,1229,6362,12567,11744,https://images.gr-assets.com/books/1330997432m/4979.jpg,https://images.gr-assets.com/books/1330997432s/4979.jpg
17667452,Catherine Ryan Hyde,2009.0,When I Found You,en,"['currently-reading', 'to-read', 'fiction', 'kindle', 'book-club']",355,1490,7550,13561,9048,https://images.gr-assets.com/books/1377009785m/17667452.jpg,https://images.gr-assets.com/books/1377009785s/17667452.jpg
25893693,Martha Hall Kelly,2016.0,Lilac Girls,eng,"['to-read', 'historical-fiction', 'currently-reading', 'fiction', 'book-club']",562,1142,5877,21014,26919,https://images.gr-assets.com/books/1462850258m/25893693.jpg,https://images.gr-assets.com/books/1462850258s/25893693.jpg
552894,"James Patterson, Maxine Paetro",2008.0,7th Heaven,eng,"['to-read', 'james-patterson', 'mystery', 'currently-reading', 'fiction', 'women-s-murder-club']",176,1181,9121,17415,14600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23664710,Lee Child,2015.0,Make Me,en-US,"['to-read', 'currently-reading', 'thriller']",578,1752,8085,15404,11604,https://images.gr-assets.com/books/1467905395m/23664710.jpg,https://images.gr-assets.com/books/1467905395s/23664710.jpg
18428067,Anthony Marra,2013.0,A Constellation of Vital Phenomena,eng,"['to-read', 'favorites', 'book-club', 'currently-reading']",714,1622,5348,12392,15224,https://images.gr-assets.com/books/1408313066m/18428067.jpg,https://images.gr-assets.com/books/1408313066s/18428067.jpg
13496738,Abbi Glines,2012.0,While It Lasts,eng,"['to-read', 'favorites', 'romance', 'new-adult']",419,1371,7547,18393,24269,https://images.gr-assets.com/books/1332261619m/13496738.jpg,https://images.gr-assets.com/books/1332261619s/13496738.jpg
13414676,Will Schwalbe,2012.0,The End of Your Life Bookclub,eng,"['to-read', 'currently-reading']",1016,2905,9783,14960,10972,https://images.gr-assets.com/books/1333576665m/13414676.jpg,https://images.gr-assets.com/books/1333576665s/13414676.jpg
1672727,Lauren Barnholdt,2007.0,Two-Way Street,,"['to-read', 'young-adult', 'romance', 'favorites', 'ya', 'contemporary', 'books-i-own']",1186,3709,11189,13153,13537,https://images.gr-assets.com/books/1381750633m/1672727.jpg,https://images.gr-assets.com/books/1381750633s/1672727.jpg
16001443,Raine Miller,2012.0,All in,eng,"['to-read', 'romance', 'favorites', 'erotica', 'currently-reading', 'series']",790,2267,8838,17309,21061,https://images.gr-assets.com/books/1358492101m/16001443.jpg,https://images.gr-assets.com/books/1358492101s/16001443.jpg
1814843,John Flanagan,2006.0,The Siege of Macindaw,eng,"['to-read', 'fantasy', 'favorites', 'young-adult', 'currently-reading']",223,721,5474,13990,21449,https://images.gr-assets.com/books/1327445821m/1814843.jpg,https://images.gr-assets.com/books/1327445821s/1814843.jpg
49221,C.S. Lewis,1961.0,A Grief Observed,en-US,"['to-read', 'currently-reading', 'christian', 'favorites', 'religion', 'christianity', 'nonfiction', 'theology', 'memoir', 'classics', 'grief', 'biography']",403,976,5410,12917,18448,https://images.gr-assets.com/books/1412529325m/49221.jpg,https://images.gr-assets.com/books/1412529325s/49221.jpg
22416,"Warren Ellis, Darick Robertston, Garth Ennis",1998.0,"Transmetropolitan, Vol. 1: Back on the Street",eng,"['to-read', 'graphic-novels', 'comics']",774,1426,4709,10068,17714,https://images.gr-assets.com/books/1320606005m/22416.jpg,https://images.gr-assets.com/books/1320606005s/22416.jpg
13833,Tamora Pierce,1994.0,"Emperor Mage (Immortals, #3)",en-US,"['to-read', 'fantasy', 'young-adult', 'favorites', 'ya', 'tamora-pierce']",323,895,6746,15496,23696,https://images.gr-assets.com/books/1166573612m/13833.jpg,https://images.gr-assets.com/books/1166573612s/13833.jpg
8099187,George W. Bush,2010.0,Decision Points,eng,"['to-read', 'history', 'political', 'memoir', 'biographies', 'politics', 'presidents', 'non-fiction', 'memoirs', 'owned']",1293,1906,7652,12627,8188,https://images.gr-assets.com/books/1320428975m/8099187.jpg,https://images.gr-assets.com/books/1320428975s/8099187.jpg
6387565,"James Patterson, Gabrielle Charbonnet",2009.0,Witch & Wizard,eng,"['to-read', 'fantasy', 'currently-reading', 'young-adult']",2892,5695,12892,13690,12376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
386286,"Jean Craighead George, John Schoenherr",1972.0,Julie of the Wolves,eng,"['young-adult', 'to-read', 'fiction', 'childrens', 'favorites', 'ya', 'classics', 'currently-reading', 'newbery', 'children-s', 'adventure', 'historical-fiction', 'children', 'animals', 'childhood']",1153,3483,13085,16549,13367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
37743,Judy Blume,1975.0,Forever . . .,eng,"['to-read', 'young-adult', 'ya']",1806,4941,13816,14493,11632,https://images.gr-assets.com/books/1327962165m/37743.jpg,https://images.gr-assets.com/books/1327962165s/37743.jpg
22609391,David McCullough,2015.0,The Wright Brothers,eng,"['to-read', 'history', 'biography', 'non-fiction']",984,1232,5673,15914,17666,https://images.gr-assets.com/books/1430942575m/22609391.jpg,https://images.gr-assets.com/books/1430942575s/22609391.jpg
31231,Robert Ludlum,1979.0,The Matarese Circle,,"['to-read', 'fiction', 'thriller', 'robert-ludlum', 'espionage']",246,1106,7377,13100,11315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3147367,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House,en-US,"['to-read', 'currently-reading']",1309,2419,8198,12414,9099,https://images.gr-assets.com/books/1320480904m/3147367.jpg,https://images.gr-assets.com/books/1320480904s/3147367.jpg
15842230,David Baldacci,2012.0,The Forgotten,eng,"['currently-reading', 'to-read', 'david-baldacci', 'thriller', 'mystery', 'fiction', 'baldacci', 'default']",270,1065,6957,16796,12471,https://images.gr-assets.com/books/1350923777m/15842230.jpg,https://images.gr-assets.com/books/1350923777s/15842230.jpg
16065004,Brandon Sanderson,2015.0,Shadows of Self,eng,"['to-read', 'fantasy', 'currently-reading']",85,469,4687,17295,17943,https://images.gr-assets.com/books/1435053013m/16065004.jpg,https://images.gr-assets.com/books/1435053013s/16065004.jpg
17262155,Helen Fielding,2013.0,Mad About the Boy,eng,"['to-read', 'currently-reading', 'chick-lit']",2230,5980,13827,11828,5722,https://images.gr-assets.com/books/1374883586m/17262155.jpg,https://images.gr-assets.com/books/1374883586s/17262155.jpg
30633,C.S. Lewis,1960.0,The Four Loves,en-US,"['to-read', 'christian', 'non-fiction', 'religión', 'theology', 'philosophy', 'faith', 'favorites', 'classics', 'to-buy', 'nonfiction', 'c-s-lewis']",444,1001,5530,11563,13972,https://images.gr-assets.com/books/1276287504m/30633.jpg,https://images.gr-assets.com/books/1276287504s/30633.jpg
20639274,Mia Sheridan,2014.0,Archer's Voice,eng,"['to-read', 'favorites', 'romance', 'new-adult', 'currently-reading', 'contemporary', 'contemporary-romance']",553,1382,5524,15336,37225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11010251,Alyson Richman,2011.0,The Lost Wife,eng,"['to-read', 'historical-fiction', 'currently-reading']",295,767,5091,15125,14653,https://images.gr-assets.com/books/1394994929m/11010251.jpg,https://images.gr-assets.com/books/1394994929s/11010251.jpg
10505,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004.0,Storia della bellezza,eng,['to-read'],2959,2615,6651,9310,12910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18765,Robert Graves,1934.0,"I, Claudius",eng,"['to-read', 'historical-fiction', 'fiction', 'classics', 'favorites', 'history', 'historical']",425,1092,5360,14800,20226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13326831,Joelle Charbonneau,2013.0,The Testing,eng,"['to-read', 'currently-reading', 'dystopian', 'young-adult']",680,1918,7943,16551,15748,https://images.gr-assets.com/books/1363452191m/13326831.jpg,https://images.gr-assets.com/books/1363452191s/13326831.jpg
17908462,Janet Evanovich,2013.0,Takedown Twenty,en-US,"['to-read', 'mystery', 'currently-reading', 'janet-evanovich', 'fiction', 'humor', 'series', 'chick-lit', 'stephanie-plum']",674,3508,14114,15618,11851,https://images.gr-assets.com/books/1373758461m/17908462.jpg,https://images.gr-assets.com/books/1373758461s/17908462.jpg
13628209,Kirsty Moseley,2011.0,The Boy Who Sneaks in My Bedroom Window,en-GB,"['to-read', 'romance', 'young-adult', 'contemporary', 'new-adult', 'ya', 'favorites', 'abuse']",3493,3945,8704,14811,24402,https://images.gr-assets.com/books/1398682775m/13628209.jpg,https://images.gr-assets.com/books/1398682775s/13628209.jpg
13829,Tamora Pierce,2006.0,Terrier,eng,"['to-read', 'fantasy', 'young-adult']",1282,1973,7618,15689,23283,https://images.gr-assets.com/books/1398029898m/13829.jpg,https://images.gr-assets.com/books/1398029898s/13829.jpg
8788554,Darynda Jones,2011.0,First Grave on the Right,en-US,"['to-read', 'paranormal', 'urban-fantasy']",1403,2758,9980,19654,23620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18039963,"Amanda Lindhout, Sara Corbett",2013.0,A House in the Sky,eng,"['to-read', 'non-fiction']",481,955,4513,12644,14547,https://images.gr-assets.com/books/1370379455m/18039963.jpg,https://images.gr-assets.com/books/1370379455s/18039963.jpg
9615347,Vera Brosgol,2011.0,Anya's Ghost,eng,"['to-read', 'graphic-novels']",1218,2300,9907,15715,13069,https://images.gr-assets.com/books/1316739317m/9615347.jpg,https://images.gr-assets.com/books/1316739317s/9615347.jpg
9912,Bret Easton Ellis,1987.0,The Rules of Attraction,eng,"['to-read', 'fiction', 'currently-reading']",699,2615,9441,12328,7312,https://images.gr-assets.com/books/1468426907m/9912.jpg,https://images.gr-assets.com/books/1468426907s/9912.jpg
30262,Kim Harrison,2005.0,"The Good, the Bad, and the Undead",en-US,"['urban-fantasy', 'to-read', 'fantasy', 'paranormal', 'vampires', 'currently-reading', 'favorites', 'kim-harrison', 'witches', 'fiction', 'magic']",253,1014,7909,19521,24272,https://images.gr-assets.com/books/1391023304m/30262.jpg,https://images.gr-assets.com/books/1391023304s/30262.jpg
66693,R.A. Salvatore,1988.0,The Crystal Shard,eng,"['to-read', 'fantasy', 'forgotten-realms', 'currently-reading', 'fiction']",238,1304,6804,12712,14785,https://images.gr-assets.com/books/1331146192m/66693.jpg,https://images.gr-assets.com/books/1331146192s/66693.jpg
44597,Jean Rhys,1966.0,Wide Sargasso Sea,eng,"['to-read', 'fiction', 'classics', 'currently-reading', 'favorites']",1715,5110,13735,15418,9360,https://images.gr-assets.com/books/1327870846m/44597.jpg,https://images.gr-assets.com/books/1327870846s/44597.jpg
16286,John Fowles,1965.0,The Magus,en-US,"['to-read', 'currently-reading', 'fiction']",1050,2211,6360,12018,15598,https://images.gr-assets.com/books/1441323311m/16286.jpg,https://images.gr-assets.com/books/1441323311s/16286.jpg
189811,David Eddings,1988.0,King of the Murgos,en-GB,"['to-read', 'fantasy', 'fiction', 'owned', 'favorites']",274,1508,8788,15679,16873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
402014,Louise Rennison,2000.0,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)",,"['to-read', 'young-adult', 'ya']",685,2393,10345,13728,15541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
20821614,Caroline Kepnes,2014.0,You,eng,"['to-read', 'thriller', 'favorites', 'fiction', 'contemporary', 'mystery', 'adult', 'books-i-own']",1561,3095,9358,16925,12929,https://images.gr-assets.com/books/1411958102m/20821614.jpg,https://images.gr-assets.com/books/1411958102s/20821614.jpg
13618440,Laini Taylor,2014.0,Dreams of Gods & Monsters,eng,"['to-read', 'fantasy', 'favorites', 'currently-reading', 'young-adult']",528,1924,8159,19339,26752,https://images.gr-assets.com/books/1461353810m/13618440.jpg,https://images.gr-assets.com/books/1461353810s/13618440.jpg
1205297,John Grisham,2007.0,Playing For Pizza,en-US,"['fiction', 'john-grisham', 'to-read', 'sports', 'grisham', 'default', 'owned', 'italy', 'football', 'books-i-own']",1436,5072,13273,10948,6121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9284655,Colleen Houck,2011.0,Tiger's Curse,eng,['to-read'],2482,3220,6975,11651,24406,https://images.gr-assets.com/books/1327878915m/9284655.jpg,https://images.gr-assets.com/books/1327878915s/9284655.jpg
105,Frank Herbert,1985.0,Chapterhouse: Dune,eng,"['science-fiction', 'sci-fi', 'fiction', 'currently-reading', 'dune', 'scifi', 'owned', 'fantasy', 'default', 'favorites', 'sf']",676,2612,9170,12496,12201,https://images.gr-assets.com/books/1260954505m/105.jpg,https://images.gr-assets.com/books/1260954505s/105.jpg
20821284,Jacqueline Woodson,2014.0,Brown Girl Dreaming,eng,"['to-read', 'poetry']",1732,1625,4992,11824,17460,https://images.gr-assets.com/books/1424308405m/20821284.jpg,https://images.gr-assets.com/books/1424308405s/20821284.jpg
7094569,Mira Grant,2010.0,Feed,en-US,['to-read'],1858,3290,8313,13855,14583,https://images.gr-assets.com/books/1408500437m/7094569.jpg,https://images.gr-assets.com/books/1408500437s/7094569.jpg
3476,Gwyn Hyman Rubio,1998.0,Icy Sparks,eng,"['to-read', 'fiction']",737,2819,10815,12979,7601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
77394,L.M. Montgomery,1917.0,Rainbow Valley,eng,"['to-read', 'classics', 'fiction', 'young-adult', 'favorites']",872,2177,11467,20526,25784,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
75024,Steve Berry,2006.0,The Templar Legacy,en-US,"['to-read', 'currently-reading', 'fiction', 'thriller', 'mystery', 'historical-fiction']",843,2479,10458,14921,10420,https://images.gr-assets.com/books/1413393638m/75024.jpg,https://images.gr-assets.com/books/1413393638s/75024.jpg
89165,Sue Grafton,1993.0,J is for Judgment (Kinsey Millhone #10),eng,"['to-read', 'mystery', 'sue-grafton', 'fiction', 'mysteries', 'series', 'currently-reading']",250,1003,10593,16261,13622,https://images.gr-assets.com/books/1315138239m/89165.jpg,https://images.gr-assets.com/books/1315138239s/89165.jpg
4836308,Katherine Howe,2009.0,The Physick Book of Deliverance Dane,en-US,"['to-read', 'books-i-own', 'audiobook']",1041,3900,13233,16803,10375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
55401,Steven Erikson,2000.0,Deadhouse Gates,eng,"['to-read', 'fantasy', 'currently-reading', 'favorites']",488,1239,5126,13350,18828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17983690,Kylie Scott,2013.0,Lick,eng,"['romance', 'to-read', 'favorites', 'new-adult', 'contemporary', 'currently-reading', 'contemporary-romance', 'music', 'rock-star']",815,2203,10197,24238,26566,https://images.gr-assets.com/books/1421855031m/17983690.jpg,https://images.gr-assets.com/books/1421855031s/17983690.jpg
78982,Jeffrey Archer,1976.0,"Not a Penny More, Not a Penny Less",,"['to-read', 'currently-reading', 'fiction']",238,1124,7056,12746,10043,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2315892,Joe Abercrombie,2009.0,Best Served Cold,eng,"['to-read', 'fantasy']",440,1356,6346,15971,17088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18635113,Emma Healey,2014.0,Elizabeth Is Missing,eng,"['to-read', 'currently-reading']",939,3055,10623,15355,8253,https://images.gr-assets.com/books/1388883559m/18635113.jpg,https://images.gr-assets.com/books/1388883559s/18635113.jpg
154424,Vince Flynn,2005.0,Consent to Kill,en-US,"['currently-reading', 'to-read', 'vince-flynn', 'thriller', 'fiction', 'mitch-rapp', 'favorites', 'default', 'action', 'thrillers', 'espionage']",197,424,3629,12053,17348,https://images.gr-assets.com/books/1403880384m/154424.jpg,https://images.gr-assets.com/books/1403880384s/154424.jpg
